"HHID","WillingShareData_HCP2","Age","Education","CENSREG","RUC2003","Weight","WillingShareData_HCP2_numeric"
"72324193","Yes",72,"Postgraduate","West","County in metro area with 1 million population or more",221,1
"72324210","Yes",46,"College graduate","Northeast","County in metro area with 1 million population or more",145,1
"72324227","Inapplicable, coded 2 in WearableDevTrackHealth2",75,"Postgraduate","South","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",136,NA
"72324234","Inapplicable, coded 2 in WearableDevTrackHealth2",46,"Postgraduate","West","County in metro area with 1 million population or more",109,NA
"72324243","No",64,"Postgraduate","Northeast","County in metro area of 250,000 to 1 million population",188,0
"72324253","Inapplicable, coded 2 in WearableDevTrackHealth2",73,"Postgraduate","South","County in metro area with 1 million population or more",148,NA
"72324257","Yes",36,"College graduate","Northeast","Nonmetro county with urban population of 20,000 or more, adjacent to a metro are",165,1
"72324261","Inapplicable, coded 2 in WearableDevTrackHealth2",67,"8 through 11 years","South","Nonmetro county completely rural or less than 2,500 urban population, adjacent t",176,NA
"72324267","Yes",79,"College graduate","Midwest","County in metro area of fewer than 250,000 population",220,1
"72324273","Yes",67,"12 years or completed high school","South","County in metro area with 1 million population or more",159,1
"72324276","Yes",34,"Postgraduate","South","County in metro area with 1 million population or more",170,1
"72324282","Inapplicable, coded 2 in WearableDevTrackHealth2",-7,"Missing data (Web partial - Question Never Seen)","West","County in metro area with 1 million population or more",-7,NA
"72324284","Question answered in error (Commission Error)",50,"Some college","West","Nonmetro county completely rural or less than 2,500 urban population, adjacent t",223,NA
"72324287","Inapplicable, coded 2 in WearableDevTrackHealth2",69,"Postgraduate","South","County in metro area with 1 million population or more",138,NA
"72324291","Question answered in error (Commission Error)",64,"College graduate","West","County in metro area of 250,000 to 1 million population",90,NA
"72324293","Yes",65,"College graduate","Midwest","Nonmetro county with urban population of 20,000 or more, adjacent to a metro are",170,1
"72324303","Inapplicable, coded 2 in WearableDevTrackHealth2",58,"Some college","Northeast","Nonmetro county with urban population of 20,000 or more, adjacent to a metro are",159,NA
"72324311","No",21,"Post high school training other than college (vocational or technical)","South","County in metro area with 1 million population or more",300,0
"72324334","Question answered in error (Commission Error)",70,"Some college","South","County in metro area with 1 million population or more",145,NA
"72324337","Yes",46,"College graduate","South","County in metro area with 1 million population or more",98,1
"72324340","Yes",74,"Postgraduate","West","County in metro area with 1 million population or more",172,1
"72324355","Yes",41,"Postgraduate","South","County in metro area with 1 million population or more",132,1
"72324364","Inapplicable, coded 2 in WearableDevTrackHealth2",35,"Postgraduate","Midwest","County in metro area with 1 million population or more",180,NA
"72324373","Yes",43,"College graduate","South","County in metro area with 1 million population or more",215,1
"72324376","Yes",58,"Postgraduate","Midwest","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",210,1
"72324383","Inapplicable, coded 2 in WearableDevTrackHealth2",-7,"Missing data (Web partial - Question Never Seen)","South","County in metro area with 1 million population or more",238,NA
"72324387","Yes",25,"College graduate","West","County in metro area with 1 million population or more",170,1
"72324393","Inapplicable, coded 2 in WearableDevTrackHealth2",63,"12 years or completed high school","Midwest","County in metro area with 1 million population or more",330,NA
"72324396","Question answered in error (Commission Error)",70,"Postgraduate","South","County in metro area with 1 million population or more",180,NA
"72324401","Yes",42,"College graduate","South","County in metro area with 1 million population or more",200,1
"72324405","Inapplicable, coded 2 in WearableDevTrackHealth2",55,"Some college","Midwest","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",160,NA
"72324406","Inapplicable, coded 2 in WearableDevTrackHealth2",70,"12 years or completed high school","Midwest","County in metro area of fewer than 250,000 population",148,NA
"72324410","No",59,"College graduate","Northeast","County in metro area with 1 million population or more",180,0
"72324413","Yes",42,"Postgraduate","Northeast","County in metro area with 1 million population or more",230,1
"72324421","Yes",75,"Postgraduate","Midwest","County in metro area with 1 million population or more",115,1
"72324423","Inapplicable, coded 2 in WearableDevTrackHealth2",47,"12 years or completed high school","Northeast","County in metro area with 1 million population or more",220,NA
"72324429","Yes",72,"12 years or completed high school","West","County in metro area of fewer than 250,000 population",193,1
"72324438","Yes",37,"Postgraduate","Midwest","County in metro area with 1 million population or more",220,1
"72324441","Inapplicable, coded 2 in WearableDevTrackHealth2",42,"Some college","Midwest","Nonmetro county with urban population of 20,000 or more, adjacent to a metro are",210,NA
"72324442","Yes",64,"College graduate","Midwest","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",170,1
"72324445","No",81,"Some college","South","County in metro area with 1 million population or more",135,0
"72324458","Inapplicable, coded 2 in WearableDevTrackHealth2",72,"College graduate","West","County in metro area with 1 million population or more",265,NA
"72324461","Inapplicable, coded 2 in WearableDevTrackHealth2",46,"Some college","South","County in metro area with 1 million population or more",163,NA
"72324465","Yes",45,"Postgraduate","West","County in metro area of 250,000 to 1 million population",120,1
"72324469","Yes",58,"Postgraduate","West","County in metro area with 1 million population or more",185,1
"72324483","No",29,"Postgraduate","Midwest","County in metro area with 1 million population or more",125,0
"72324485","Inapplicable, coded 2 in WearableDevTrackHealth2",61,"College graduate","South","County in metro area with 1 million population or more",135,NA
"72324491","Inapplicable, coded 2 in WearableDevTrackHealth2",73,"12 years or completed high school","West","County in metro area of 250,000 to 1 million population",164,NA
"72324492","Yes",44,"Postgraduate","South","County in metro area with 1 million population or more",117,1
"72324497","Inapplicable, coded 2 in WearableDevTrackHealth2",81,"Post high school training other than college (vocational or technical)","Midwest","Nonmetro county completely rural or less than 2,500 urban population, not adjace",183,NA
"72324499","Inapplicable, coded 2 in WearableDevTrackHealth2",82,"12 years or completed high school","Midwest","Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro a",118,NA
"72324500","Inapplicable, coded 2 in WearableDevTrackHealth2",81,"12 years or completed high school","Northeast","County in metro area of 250,000 to 1 million population",170,NA
"72324510","Inapplicable, coded 2 in WearableDevTrackHealth2",61,"Postgraduate","Midwest","County in metro area with 1 million population or more",215,NA
"72324513","Inapplicable, coded 2 in WearableDevTrackHealth2",51,"Postgraduate","Midwest","County in metro area of 250,000 to 1 million population",215,NA
"72324518","Question answered in error (Commission Error)",54,"College graduate","Northeast","County in metro area with 1 million population or more",202,NA
"72324526","No",63,"Some college","Midwest","County in metro area of fewer than 250,000 population",170,0
"72324529","Inapplicable, coded 2 in WearableDevTrackHealth2",-7,"Missing data (Web partial - Question Never Seen)","South","Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",-7,NA
"72324534","Inapplicable, coded 2 in WearableDevTrackHealth2",71,"12 years or completed high school","South","County in metro area of fewer than 250,000 population",165,NA
"72324537","Inapplicable, coded 2 in WearableDevTrackHealth2",25,"Postgraduate","South","County in metro area with 1 million population or more",200,NA
"72324544","Inapplicable, coded 2 in WearableDevTrackHealth2",70,"Some college","South","County in metro area with 1 million population or more",150,NA
"72324549","Inapplicable, coded 2 in WearableDevTrackHealth2",58,"College graduate","Northeast","Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro a",168,NA
"72324550","Inapplicable, coded 2 in WearableDevTrackHealth2",45,"12 years or completed high school","Midwest","County in metro area with 1 million population or more",230,NA
